source_file,line_number,extracted_ship,char_count,size_category,format_type,at_symbols,emdashes,hyphens,semicolons,periods,estimated_total_ships,estimated_missed_ships,raw_line_preview
"4. p. 55-56 - June 13 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p001.txt",5,Flink,375,LOW,STANDARD,5,5,0,0,12,5,4,"Flink @ Fredrikstad,—3,423 pcs. battens, 44,261 pcs. planed boards, Brieseman & Co. Amalie @ Belize,—38 fantails, 491 pcs. mahogany, 85 t. logwood, 20 t. rosewood, Young, Harrison & Co. Evelyn @ Colom..."
"4. p. 55-56 - June 13 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p001.txt",6,Tweed,876,MEDIUM,STANDARD,9,9,0,6,30,9,8,"Tweed (s) @ Cronstadt,—1,350 pcs. lathwood, C. Matvieff & Co. Mary (s) @ Gothenburg,—3,273 pcs. deals, W. Shaw & Son ; 200 bales wood pulp, Benecke Bros. ; 288 bdls. lathwood, Order. Evening Star @ We..."
"4. p. 55-56 - June 13 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p001.txt",6,Evening Star,700,MEDIUM,STANDARD,7,7,0,4,23,7,6,"Order. Evening Star @ West Indies,—174 t. mahogany, 13 1/2 t. brazilletto wood, J. Thomson ; 13 logs mahogany, 60 t. logwood, 6 t. fustic, T. Bonar & Co. Helen @ Hobart Town,—5,506 treenails, Order. E..."
"4. p. 55-56 - June 13 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p001.txt",6,Helen,561,MEDIUM,STANDARD,6,6,0,3,17,6,5,"T. Bonar & Co. Helen @ Hobart Town,—5,506 treenails, Order. Empress (s) @ Venice,—1,802 walnut planks, 1,995 pcs. walnut wood, Order. Quail (s) @ Jamaica,—18 1/2 t. logwood, 8 1/2 t. fustic, Isaac, So..."
"4. p. 55-56 - June 13 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p001.txt",6,Ontario,331,LOW,STANDARD,3,3,0,2,8,3,2,"Cottam & Co. Ontario @ New York,—37 logs maple, Farnworth & Jardine ; 1,000 oars, 3,600 staves, Order. Quito (s) @ Cronstadt,—4,954 pcs. lathwood, Reynolds & Sons ; 1,043 deals, 100 deal ends, 509 pcs..."
"4. p. 55-56 - June 13 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p001.txt",7,Emulation,524,MEDIUM,STANDARD,7,6,0,2,21,7,6,"Emulation @ Colombo,—3,023 pcs. sapanwood, Order. Cornelia Maria @ Trieste,—113,900 pcs. staves, Order. Luchina @ Genoa,—51,500 butts, 48,840 forends, 10,000 musket stocks, 1,050 planks walnut wood, O..."
"4. p. 55-56 - June 13 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p001.txt",13,Norden,451,LOW,STANDARD,7,6,0,0,16,7,6,"Norden (s) @ Konigsberg,—9,690 square sleepers, Order. Naomi @ Singapore,—11,827 pcs. sapanwood, Order. Olivia @ Belize,—141 bdls. hoops, D. Magnus. Josephine @ Memel,—4,518 deals, 32 logs ebony, Orde..."
"4. p. 55-56 - June 13 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p001.txt",14,Carnarvon Castle,307,LOW,STANDARD,4,4,0,1,10,4,3,"Carnarvon Castle @ New York,—1,000 oars, Order. Niord @ Soderhamn,—745 1/2 dozen deals and battens, Order. Carl xv. (s) @ Gothenburg,—15 fms. firewood, With & Co. ; 62 prs. oars, 50 std. battens, Orde..."
"4. p. 55-56 - June 13 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p001.txt",20,Nueva Dolores,460,LOW,STANDARD,5,10,0,0,21,5,4,"Nueva Dolores @ Manzanilla,—117 pcs. mahogany, 18 pcs. cedar, 1,503 spars, Sundry Consignees. Harvest Queen @ New York,—32 logs maple, 1,130 pcs. timber, W. Cliff. City of Richmond @ St. John, N.B.,—2..."
"4. p. 55-56 - June 13 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p001.txt",22,Pool Scar,319,LOW,STANDARD,6,6,0,0,12,6,5,"Pool Scar @ Pensacola,—648 pcs. timber, 370 pcs. deals, Bland & Co. Braats @ Pensacola,—395 deals, Order. Mathilde @ Barranquilla,—30 logs wood. Pennsylvania (s) @ Philadelphia,—24,500 staves, Bland &..."
"4. p. 55-56 - June 13 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p001.txt",23,ahead,390,LOW,STANDARD,6,6,0,0,21,6,5,"ahead @ Danzig,—1,250 pcs. timber, 453 deals, Order. Lady Dufferin @ St. John, N.B.,—34,456 deals, &c., 4,437 pcs. ends, 15,000 palings, John H. Kimball @ St. John, N.B.—28,650 scantlings, 2,602 deal ..."
"4. p. 55-56 - June 13 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p001.txt",24,James Phoenix,601,MEDIUM,STANDARD,7,6,0,0,25,7,6,"James Phoenix @ Savannah,—2,588 staves, 164 hickory billets, Order. Belle of the Niger @ Tabasco,—329 logs mahogany, 179 log ends, 19 t. logwood, Graham & Co. Laurens @ Norfolk,—4,300 pcs. staves, 1,1..."
"4. p. 55-56 - June 13 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p001.txt",26,ahead,390,LOW,STANDARD,6,6,0,0,21,6,5,"ahead @ Danzig,—1,250 pcs. timber, 453 deals, Order. Lady Dufferin @ St. John, N.B.,—34,456 deals, &c., 4,437 pcs. ends, 15,000 palings, John H. Kimball @ St. John, N.B.—28,650 scantlings, 2,602 deal ..."
"4. p. 55-56 - June 13 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p001.txt",31,Carmeneila,368,LOW,STANDARD,4,5,0,0,11,4,3,"Carmeneila @ Cienfuegos,—26 logs sabica wood, 241 logs, 12 log ends mahogany, Sundry Consignees. Voorint @ Curacao, —15 t. fustic, 15 t. lignum vitæ, Duranty & Co. Ariel @ Manzanilla, de Cuba,—35 logs..."
"4. p. 55-56 - June 13 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p002.txt",6,Marie,751,MEDIUM,STANDARD,13,13,0,0,39,13,12,"Marie @ Sandarne,—95 c. deals, Steweni. Neptunies @ Gallsta,—132 c. battens, &c., Steweni. Hercules @ Wyborg,—2,211 pit props, Haagensen. Nuo @ Wyborg,—164 pcs. timber, 4 c. deals, Johnson. La Normand..."
"4. p. 55-56 - June 13 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p002.txt",12,Glide,702,MEDIUM,STANDARD,13,13,0,0,31,13,12,"Glide @ Gefle,—90 c. deals, &c., Odriesson. Rudolph @ Skutskar,—72 c. deals, &c., Granberg. Victoria @ Christiania,—61 cs. wood pulp, 76 c. battens, &c., Gray. European @ Gefle,—48 c. deals, Granberg...."
"4. p. 58-60 - June 12 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt",42,Alardus,587,MEDIUM,STANDARD,9,10,0,0,25,9,8,"May 28. Alardus @ Dram,—171 fms. firewood, With, Webster & Co. Alpha @ Drammen,—1148 battens, 618 boards, Tagart & Co. Lister @ Christiania,—23,907 boards, 536 deals, 1,728 battens, 10¾ fms. firewood,..."
"4. p. 58-60 - June 12 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt",44,G. A. S. Order. Nora Martha,473,LOW,STANDARD,8,3,1,0,21,8,7,"G. A. S. Order. Nora Martha @ Sarp-dau,—3,551 sl sleepers, 198½ sleepers, H. ends, Order. Order. Thusue firewood, Order lathwood, Order Albion (s) @ C 4,619 battens, deals, R. H. De Aalborg @ Da Breez..."
"4. p. 58-60 - June 12 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt",46,Fr Sadler. Fortunat ogne,1646,HIGH,STANDARD,26,25,0,4,68,26,25,"Order. Fr Sadler. Fortunat ogne (s) @ Havre,—85 pcs. wood, Order. Mirjam staves, 1,216 pcs. timber, 88 pcs. timber ends, 78 pcs. C. Berg @ Memel,—931 pcs. timber, 50 pcs. oak staves, Order. Vest @ Win..."
"4. p. 58-60 - June 12 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt",46,Tore,1331,HIGH,STANDARD,22,21,0,2,56,22,21,"Tore @ Danzig,—621 pcs. timber, 431 pcs. sleepers, (s) @ Venice, &c.,—2,685 walnut planks, Order. yra (s) @ Konigsberg,—104 pcs. oak beams, 80 oak ederike Rosalie @ Danzig,—1,097 pcs. oak timber, Orde..."
"4. p. 58-60 - June 12 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt",46,Christiania,449,LOW,STANDARD,7,6,0,1,22,7,6,"& Co. Christiania @ Sannesund,—168 fms. remda @ Drammen,—535 m staves, J. G. Dahl & @ Drammen,—158 std. battens, 18 std. balks, R. @ Danzig,—1,667 pcs. timber, 500 pcs. ½ sleepers, mouth (s) @ Riga, 7..."
"4. p. 58-60 - June 12 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p003.txt",95,West Central Waggon Co. not containing the usual powers for raising capital or funds in the interests of the company. BELTING AND GEARING.,334,LOW,OTHER,0,2,0,0,4,1,0,"West Central Waggon Co. not containing the usual powers for raising capital or funds in the interests of the company. BELTING AND GEARING.—As regards the transmission of power, the Americans, says a F..."
"4. p. 60-61 - June 9 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p001.txt",139,head,1896,HIGH,STANDARD,25,26,0,0,73,25,24,"head @ Shediac, N.B.,—12,007 deals, &c., 484 deal ends, 9,500 staves, Order. A. C. Botsford @ Ellorshausen @ La Have, N.S.,—9,269 deals, 1,918 bdls. palings, 2,383 shooks, Camm & Co. Elizabeth @ cagou..."
"4. p. 60-61 - June 9 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p001.txt",181,Iris,710,MEDIUM,STANDARD,10,10,0,0,31,10,9,"Iris @ Porsgrund,—3,383 pcs. round timber and 1,347 pcs. props, E. S. Jobson & Co. Heinrich @ Stettin,—347 pcs. oak timber, 117 pcs. fir timber, &c., a quantity of lathwood, May & Hassell. Rensche @ M..."
4. p. 76-77 - Imports - January 22 1887 - Timber Trades Journal 1887_p002.txt,105,Windsor and Long,967,MEDIUM,OTHER,0,1,0,1,17,1,0,"Windsor and Long Acre.—The public examination in this matter has just taken place at the Windsor Court. Mr. Registrar Darvill presided, and Mr. C. W. Colwill represented Mr. Cecil Mercer (the Official..."
4. p. 93-95 - Imports - July 23 1887 - Timber Trades Journal 1887_p001.txt,118,British Queen,323,LOW,HYPHEN_SEMICOLON,0,0,9,6,14,1,0,"British Queen (s)-New York-5,992 staves-Hattley Hay; 540 bdls. staves, 299 bdls. headings-Sutherland & Co.; 1,204 maple rollers-P. Whiteside & Co.; 13 cs. mouldings, 3 cs. woodwork-Robinson & Allen; 1..."
4. p. 93-95 - Imports - July 23 1887 - Timber Trades Journal 1887_p001.txt,152,Hermod,383,LOW,HYPHEN_SEMICOLON,0,0,11,6,19,1,0,"Hermod (s)-Gothenburg-2,175 bdls. laths-G. Bradley & Co.; 2,000 bdls. laths-H. Sheraton & Co.; 2,000 bdls. laths-J. Heathscott; 228 no. and 4 bdls. doors-H. Brown & Sons; 175,086 turned wood, 87 doz. ..."
4. p. 93-95 - Imports - July 23 1887 - Timber Trades Journal 1887_p002.txt,21,Bele,437,LOW,HYPHEN_SEMICOLON,0,0,12,9,25,1,0,"18 Bele (s)-Gothenburg-7,935 boards-With, Webster, & Co.; 1,372 bdls. laths-Foy, Morgan, & Co.; 60 doors-S. Brown; 491 bdls. mouldings, 33 pcs. trellis, 292 doors-J. Sandell & Co.; 270 bdls. mouldings..."
4. p. 93-95 - Imports - July 23 1887 - Timber Trades Journal 1887_p003.txt,85,Southampton.,809,MEDIUM,OTHER,0,2,0,0,15,1,0,"Southampton.—Mr. H. D. M. Page, solicitor, of Portland Street, Southampton, has presented a petition in bankruptcy, in the local Bankruptcy Court, on behalf of this debtor, and the Registrar, Mr. John..."
4. p. 93-95 - Imports - July 23 1887 - Timber Trades Journal 1887_p003.txt,87,Southampton.,1338,HIGH,OTHER,0,4,0,0,31,1,0,"Southampton.—The sitting for the adjourned examination was held last week before Mr. Registrar Daw. In reply to Mr. Bell, the senior debtor repeated the answers previously given with reference to the ..."
"5. 75-77 - June 23 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p001.txt",54,Mary Walter,1395,HIGH,STANDARD,19,18,1,0,41,19,18,"Mary Walter @ Greenepond, Newfoundland,—4,000 pcs. pit wood and props, Atken & Co. Adelaide @ Mississippi @ Quebec, —16,500 palings, Bland & Co. Haab @ Christiania,—102,734 boards, Bland & Co. Emma Mu..."
"5. 75-77 - June 23 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p001.txt",56,San Marcos,774,MEDIUM,STANDARD,11,11,0,0,26,11,10,"Nottebohm & Co. San Marcos @ Monte Christo,—124 pcs. satinwood, 220 t., 56 pcs., 2 crotchets, and 20 logs mahogany, Sundry Consignees. Gluck Auk @ Richmond,—239 pcs. planks, 13 walnut logs, 437 planks..."
"5. 75-77 - June 23 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p001.txt",164,Juno,1847,HIGH,STANDARD,32,30,0,0,95,32,31,"Juno @ Calmar,—5,026 pcs. pit props, W. D. Coxon. Anna Lina @ Riga,—5,130 pcs. deals and ends, W. & A. Laycock. Brage @ Riga,—[?] pcs. pit props, E. S. Jobson & Co. Caleb @ Oscarshamn,—6,102 pcs. pit ..."
5. p. 103 - Imports - January 31 1885 - Timber Trades Journal 1885.txt,82,Sir Edward,366,LOW,HYPHEN_SEMICOLON,0,0,10,7,21,1,0,"Sir Edward (s)-Gothenburg-58 pkgs. turned wood-J. W. Uloth & Co.; 5 bgs. turned wood-Maxime & Co.; 400 bdls. mouldings, 255 doors-J. Sandell & Co.; 943 bdls. mouldings-W. R. Crow & Son; 640 bdls. moul..."
5. p. 119-121 - Imports - July 30 1887 - Timber Trades Journal 1887_p002.txt,52,Thorsten,328,LOW,HYPHEN_SEMICOLON,0,0,10,7,21,1,0,"Thorsten (s)-Gothenburg-24 bags turned wood-Maxime & Co. ; 79 pkgs. turned wood-J. W. Uloth & Co. ; 109 bdls. mouldings-S. Brown ; 4 bdls. laths-M. Harris & Co. ; 1,377 pkgs. joinery-J. Sandell & Co. ..."
5. p. 119-121 - Imports - July 30 1887 - Timber Trades Journal 1887_p003.txt,146,Prince Eugene,317,LOW,UNKNOWN,0,0,5,2,20,1,0,"Prince Eugene-Quebec-279 pcs. waney white pine, 111 pcs. round maple, 3,634 pine deals and ends, 5,474 pcs. mer. pipe staves, 3,000 pcs. mer. w.o.w.i.-M. Carswell & Co.; 107 pcs. waney white pine, 84 ..."
5. p. 14-18 - Imports - July 4 1885 - Timber Trades Journal 1885_p002.txt,154,Hermod,323,LOW,HYPHEN_SEMICOLON,0,0,13,6,16,1,0,"29 Hermod (s)-Gothenburg-2,000 bdls. hoops-G. W. Rutter & Co. ; 18,629 pit-props-Pyman, Bell, & Co. ; 50,564 pit-props, 6,285 pit-poles-Osbeck & Co. ; 310 doors, 124 bdls. mouldings-W. Deeley & Co. ; ..."
5. p. 14-18 - Imports - July 4 1885 - Timber Trades Journal 1885_p003.txt,38,Bele,589,MEDIUM,HYPHEN_SEMICOLON,0,0,13,10,34,1,0,"29 Bele (s)-Gothenburg-495 doors, 31 bdls. mouldings-Gribble & Co. ; 960 doors-Esdaile & Co. ; 10 bdls. trellis, 336 bdls. moulding-E. Jansson ; 966 bdls. mouldings-Foy, Morgan, & Co. ; 145 doors, 30 ..."
"5. p. 363 - March 8 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 4 1877.txt",81,Fremtid,410,LOW,STANDARD,3,4,0,2,11,3,2,"Fremtid @ Pensacola,—576 pcs. timber, 598 deals, Rimmer & Son. Nesutan @ Pensacola,—266 logs cedar, Duncan & Co; 541 deals, 1,883 logs timber, Order. Sundry Consignees; Gothenburg,—8,013 pit props, 2,..."
"5. p. 363 - March 8 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 4 1877.txt",82,Clausen,469,LOW,STANDARD,9,9,0,0,15,9,8,"Clausen @ Akyab,—29 ventilators, 94 planks, P. W. Barr. Perseverance @ Demerara,—208 logs greenheart, Sandbach & Co. Zelini (s) @ Genoa,—63 walnut planks, Order. Ringleader @ Bahia,—75 pcs. rosewood, ..."
"5. p. 363 - March 8 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 4 1877.txt",90,Frederick Helgestad,450,LOW,STANDARD,5,5,0,0,18,5,4,"Mitchell & Co. Frederick Helgestad @ Christiania,—29,739 pcs. pit props, G. Pyman, & Co. Bereen. Anna @ Gothenburg,—5,392 pcs. mining timber, and 2,777 pcs. pit props, R. Wade, Son & Co. Veranda @ Lil..."
"5. p. 363 - March 8 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 4 1877.txt",98,Frederiksvoern,353,LOW,STANDARD,5,5,0,0,14,5,4,"February 23. Frederiksvoern @ Laurvig,—1,558 pcs. mining timber, and mining timber, W. Southern & Son. M. Lauriton @ Gothenburg,—600 pcs. timber, 1,817 pit props, W. Southern & Son. Silentium @ Gothen..."
"5. p. 363 - March 8 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 4 1877.txt",100,Melia,356,LOW,STANDARD,5,3,0,0,13,5,4,"February 26. Melia @ Frederiksvoern,—611 pcs. timber, 1,547 pcs. mining timber, W. Southern & Son. Sm. Finaar @ Drontheim,—9,520 battens, J. Harle & Sons. Anna Busch @ Laurvig, 9,035 mining props, 2,4..."
"5. p. 68-70 - June 27 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p001.txt",5,Helen Richards,367,LOW,STANDARD,5,5,0,0,18,5,4,"Helen Richards @ Dantzic,—1,812 pcs. deals, 247 pcs. timber, 2,034 pcs. deals and battens, 1,091 pcs. deals, 298 pcs. staves, Order. Activ @ Riga,—1,219 pcs. timber, 1,091 pcs. deals, 298 pcs. staves,..."
"5. p. 68-70 - June 27 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p001.txt",14,Regalus,355,LOW,STANDARD,6,6,0,0,12,6,5,"Regalus @ Memel,—14 pcs. Manerlatten timber, 285 pcs. timber, 5,032 oak staves, Order. Christine @ Dram,—1,666 doz, battens, J. Meek & Sons. Carl @ Memel,—4,741 deals and battens, Order. Ankhator @ Lj..."
"5. p. 68-70 - June 27 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p001.txt",39,John Bull,515,MEDIUM,STANDARD,9,9,2,1,19,9,8,"John Bull (s) @ Havre,—59 logs wood, Hall & Co.; 181 pkgs. par-quet wood, Order. Heide @ Memel,—1,144 pcs. timber, 5,336 staves, Order. Dagny @ Soderhamn,—1,428 doz. deals, Order. Candace @ Soderhamn,..."
"5. p. 68-70 - June 27 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p002.txt",7,James Duncan,310,LOW,STANDARD,3,3,0,0,13,3,2,"James Duncan @ Charlotte Town, P.E.I.,—10,175 pcs deals, 818 pcs. deal ends, 1,125 pcs. palings, 291 pcs. timber, Sundry Consignees. Adolph @ Fernandin,—20 sticks cedar, 244 pcs. timber, 5 t. cedar bo..."
"5. p. 68-70 - June 27 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p002.txt",8,Said Bin Sultan,507,MEDIUM,STANDARD,5,6,0,0,20,5,4,"Order. Said Bin Sultan @ Musquodoboit,—5,309 pcs. deals, 125 pcs. deal ends, 16,300 pcs. staves, Crow & Co. Flekkefjord @ Pensacola,—867 pcs. timber, 53 pcs. deals, Order. Golden Horn @ Pensacola,—864..."
"5. p. 68-70 - June 27 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p002.txt",11,Venio,392,LOW,STANDARD,7,7,0,0,24,7,6,"Venio @ Bjorneborg,—302 c. deals, &c., Steweni. Johann Daniel @ Riga,—53 c. deals, &c., Shields. —102 c. deals, &c., Steweni. Hawk (s) @ Amsterdam,—666 rickers, Ringrose. Graff Bismarck @ Riga,—67½ c...."
"5. p. 68-70 - June 27 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p002.txt",13,Volante,700,MEDIUM,STANDARD,13,13,0,0,29,13,12,"Volante (s) @ Cronstadt,—1,983 pcs. lathwood, 300 rickers (part cargo landed at Bremen), Leopard @ Gefle,—52 c. deals, &c., Steweni. Josephina @ Nystadt,—2,997 pcs. timber, 5 fms. firewood, Steweni. C..."
"5. p. 68-70 - June 27 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p002.txt",15,Hero,512,MEDIUM,STANDARD,8,7,0,0,23,8,7,"Hero (s) @ Christiania,—162 c. deals, &c., 552 cs. wood pulp, Wilson. Nero (s) @ Riga,—2,423 pcs. lathwood, 16 c. deals, 39 fms. deal ends, Wilson. Tasso (s) @ Drontheim,—95 c. deals, 13 fms. firewood..."
"5. p. 68-70 - June 27 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p002.txt",17,Schwan,334,LOW,STANDARD,6,6,0,0,16,6,5,"Schwan (s) @ Bremen,—75 logs wood pulp, Veltmann. Silvia @ Mem,—112c. deals, &c., Shields. Dragon @ Riga,—25c. deals, Shields. Auguste Sophie @ Danzig,—1,202 pcs. timber, 1,090 pcs. lathwood, Winter. ..."
"5. p. 68-70 - June 27 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p002.txt",18,Kelso,353,LOW,STANDARD,7,7,0,0,13,7,6,"Kelso (s) @ Riga,—2,390 pcs. deals, &c., Simoney. fms. deal ends, Wilson. Lily @ Porsgrund,—3,624 timber, 1,000 wood clog blocks, Wells. Fin @ Riga,—8,344 deals, &c., Granburg. Elina @ Hudikswall,—[?]..."
"5. p. 68-70 - June 27 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p002.txt",29,Ernst Brockelman,332,LOW,STANDARD,5,5,0,0,12,5,4,"Ernst Brockelman @ Riga,—3,843 pcs. sleepers, 434 pcs. half sleepers, Order. Hans George @ Doboy,—316 pcs. timber, 350 pcs. deals, James Rhodes & Co. Cornelia (s), @ Riga,—8,000 pcs. sleepers, a quant..."
"5. p. 68-70 - June 27 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p002.txt",32,Richard Cobden,377,LOW,STANDARD,6,6,0,0,14,6,5,"Richard Cobden @ Memel,—8,748 pcs. oak staves, Order. Alice @ Soderhamn,—9,819 pcs. deals, battens, and boards, Order. Nicoline @ Soderhamn,—5,300 pcs. deals, and ends, Order. Helios @ Pensacola,—530 ..."
"5. p. 68-70 - June 27 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p002.txt",33,Hygea,760,MEDIUM,STANDARD,9,9,0,0,28,9,8,"Hygea @ Riga,—2,882 pcs. square sleepers, 254 pcs. half square ditto, R. Wade, Sons & Co. Carl @ Memel,—5,925 pcs. deals and battens, R. Wade, Sons & Co. Eugene Elise @ Riga,—2,401 pcs. sleepers, 320 ..."
"5. p. 68-70 - June 27 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p002.txt",38,Louise,423,LOW,STANDARD,7,8,0,0,18,7,6,"Louise @ Stettin,—373 pcs. timber, Order. Helo @ Drammen,—5,057 pcs. battens, Order. bett @ Memel,—180 pcs. oak timber, 3,461 pcs. fir timber, 175 pcs. deal ends, 196 pcs. deal, 2,400 pcs. staves, Ord..."
"5. p. 68-70 - June 27 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p002.txt",45,burg,336,LOW,STANDARD,5,3,0,0,9,5,4,"burg @ Christiania,—746 pcs. plank, 4,926 battens, W. Muir. Von Restorff Rosenhagen @ Riga,—200 wainscot logs, 419 pcs. timber, 1,004 deals, Ferguson, Davidson & Co. Fanny @ Sandefjord, 6,006 battens,..."
"5. p.75-77 - June 26 1875 - Import of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt",49,Amphrodite,469,LOW,STANDARD,8,8,0,0,20,8,7,"June 11. Amphrodite @ Memel,—1,027 pcs. timber, 3,013 staves, Order. Strelma (s) @ St. Petersburg,—2,356 pcs. wood, J. Knights. Curlew (s) @ Hambro,—66 pcs. wood, Winckel. Sherburn (s) @ Bordeaux,—74 ..."
"5. p.75-77 - June 26 1875 - Import of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt",51,Louisa Ann Fanny,833,MEDIUM,STANDARD,10,9,0,4,22,10,9,"June 14. Louisa Ann Fanny (s) @ Gothenburg,—19 oars, Order. Silver Stream @ Boston,—740 bdls. spruce slabs, Pickford & Co. Hettie (s) @ Cronstadt,—259 deals, 88 deal ends, J. Reynolds & Sons; 651 batt..."
"5. p.75-77 - June 26 1875 - Import of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt",51,Albion,610,MEDIUM,STANDARD,7,6,0,3,16,7,6,"Kidman & Kinloch. Albion (s) @ Christiania, 17,018 boards, With, Webster & Co.; 14,599 boards, T. Anderson; 10,090 boards, B. Petersen; 50 bgs. turned wood, Order. Garrison (s) @ Riga,—7,965 square sl..."
"5. p.75-77 - June 26 1875 - Import of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt",51,Garrison,453,LOW,STANDARD,6,6,0,0,11,6,5,"Order. Garrison (s) @ Riga,—7,965 square sleepers, 953 ½ sleepers, Order. Samuel Plimsoll @ Sydney,—39 logs iron bark timber, 10,000 treenails, G. Thompson, jun., & Co. Golconda @ Genoa,—150 walnut pl..."
"5. p.75-77 - June 26 1875 - Import of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt",55,Vale of Calder,312,LOW,STANDARD,5,5,0,0,9,5,4,"June 18. Vale of Calder (s) @ Cronstadt,—8,497 deals, 3,272 ends, 2,586 battens, Order. Hudikswall @ Pascagoula,—7,041 deals, &c., Order. Hanna @ Drammen,—358 dz. battens, Tagart, Boyson & Co. Minnet ..."
"5. p.75-77 - June 26 1875 - Import of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt",56,Nor,527,MEDIUM,STANDARD,8,8,0,0,17,8,7,"June 19. Nor @ Laurvig,—112 fms. lathwood, J. D. Dahll & Co. Charlotte @ Pensacola,—366 pcs. timber, 3,617 deals, Order. Dragon @ Minatitlan,—276 logs, 31 log ends, mahogany and cedar, 1 curl mahogany..."
"5. p.75-77 - June 26 1875 - Import of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt",3,Ulrica,527,MEDIUM,STANDARD,9,8,0,0,15,9,8,"Ulrica @ Riga,—3,054 sleepers, 310 1/2 sleepers, Order. Virgo @ Windau,—3,616 sleepers, 268 1/2 sleepers, Order. Tilbury (s) @ Huelva, 1,570 bls. corkwood, Order. Kronprindsesse Louise @ Annesund,—127..."
"5. p.75-77 - June 26 1875 - Import of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt",8,Svea,397,LOW,STANDARD,4,4,0,1,17,4,3,"Svea @ Drammen,—35,173 pcs. boards, Collart & Co. Indian (s) @ Demerara,—245 logs greenheart timber, Sandbach, Tincal, & Co. Poseidon @ Demerara,—245 logs greenheart timber, Sandbach, Tincal, & Co. ; ..."
